id,title,difficulty,acceptanceRate,totalAccepted,totalSubmissions,trueDifficultyScore,url
3447,Assign Elements to Groups with Constraints,Medium,25.58%,18338,71690,501.14,https://leetcode.com/problems/assign-elements-to-groups-with-constraints/
3514,Number of Unique XOR Triplets II,Medium,28.94%,10489,36241,500.57,https://leetcode.com/problems/number-of-unique-xor-triplets-ii/
3404,Count Special Subsequences,Medium,28.52%,9839,34501,500.47,https://leetcode.com/problems/count-special-subsequences/
2910,Minimum Number of Groups to Create a Valid Assignment,Medium,23.93%,13928,58207,498.91,https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/
3335,Total Characters in String After Transformations I,Medium,26.44%,16372,61924,498.04,https://leetcode.com/problems/total-characters-in-string-after-transformations-i/
2975,Maximum Square Area by Removing Fences From a Field,Medium,23.94%,16375,68410,497.97,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/
3524,Find X Value of Array I,Medium,31.76%,7719,24303,496.93,https://leetcode.com/problems/find-x-value-of-array-i/
3499,Maximize Active Section with Trade I,Medium,29.53%,11948,40459,496.82,https://leetcode.com/problems/maximize-active-section-with-trade-i/
2746,Decremental String Concatenation,Medium,26.06%,9650,37029,494.67,https://leetcode.com/problems/decremental-string-concatenation/
2939,Maximum Xor Product,Medium,26.75%,11188,41820,494.52,https://leetcode.com/problems/maximum-xor-product/
51,N-Queens,Hard,72.34%,961540,1329285,494.48,https://leetcode.com/problems/n-queens/
3376,Minimum Time to Break Locks I,Medium,29.96%,11499,38381,493.69,https://leetcode.com/problems/minimum-time-to-break-locks-i/
3366,Minimum Array Sum,Medium,29.30%,13151,44879,493.53,https://leetcode.com/problems/minimum-array-sum/
52,N-Queens II,Hard,76.46%,485439,634864,491.7,https://leetcode.com/problems/n-queens-ii/
2572,Count the Number of Square-Free Subsets,Medium,24.94%,11928,47818,491.49,https://leetcode.com/problems/count-the-number-of-square-free-subsets/
3433,Count Mentions Per User,Medium,29.85%,15056,50433,491.44,https://leetcode.com/problems/count-mentions-per-user/
3418,Maximum Amount of Money Robot Can Earn,Medium,28.51%,20510,71940,490.75,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn/
2901,Longest Unequal Adjacent Groups Subsequence II,Medium,27.60%,11922,43197,490.51,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii/
3081,Replace Question Marks in String to Minimize Its Value,Medium,27.73%,15498,55894,490.12,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/
2896,Apply Operations to Make Two Strings Equal,Medium,27.10%,14002,51660,489.61,https://leetcode.com/problems/apply-operations-to-make-two-strings-equal/
3164,Find the Number of Good Pairs II,Medium,26.01%,27485,105664,488.8,https://leetcode.com/problems/find-the-number-of-good-pairs-ii/
3478,Choose K Elements With Maximum Sum,Medium,30.88%,15996,51801,488.59,https://leetcode.com/problems/choose-k-elements-with-maximum-sum/
3443,Maximum Manhattan Distance After K Changes,Medium,30.71%,15802,51451,488.54,https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes/
3326,Minimum Division Operations to Make Array Non Decreasing,Medium,28.44%,21606,75969,488.41,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing/
3488,Closest Equal Element Queries,Medium,30.73%,17352,56459,488.09,https://leetcode.com/problems/closest-equal-element-queries/
3020,Find the Maximum Number of Elements in Subset,Medium,26.31%,26032,98941,485.85,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/
2856,Minimum Array Length After Pair Removals,Medium,24.88%,27884,112090,485.71,https://leetcode.com/problems/minimum-array-length-after-pair-removals/
3494,Find the Minimum Amount of Time to Brew Potions,Medium,34.33%,10240,29824,485.12,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions/
2731,Movement of Robots,Medium,27.04%,15747,58230,484.92,https://leetcode.com/problems/movement-of-robots/
2808,Minimum Seconds to Equalize a Circular Array,Medium,27.28%,16905,61971,484.81,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/
3439,Reschedule Meetings for Maximum Free Time I,Medium,31.41%,18005,57324,484.69,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i/
3196,Maximize Total Cost of Alternating Subarrays,Medium,28.54%,23348,81800,484.49,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/
3233,Find the Count of Numbers Which Are Not Special,Medium,26.87%,34924,129964,484.46,https://leetcode.com/problems/find-the-count-of-numbers-which-are-not-special/
3397,Maximum Number of Distinct Elements After Operations,Medium,30.84%,19671,63783,484.27,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations/
3186,Maximum Total Damage With Spell Casting,Medium,27.53%,28891,104951,484.26,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/
2749,Minimum Operations to Make the Integer Zero,Medium,30.02%,10907,36331,481.84,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/
2708,Maximum Strength of a Group,Medium,24.62%,33154,134648,481.13,https://leetcode.com/problems/maximum-strength-of-a-group/
2741,Special Permutations,Medium,28.41%,16018,56383,481.01,https://leetcode.com/problems/special-permutations/
2289,Steps to Make Array Non-decreasing,Medium,23.01%,26264,114145,480.55,https://leetcode.com/problems/steps-to-make-array-non-decreasing/
3457,Eat Pizzas!,Medium,32.25%,21216,65785,480.41,https://leetcode.com/problems/eat-pizzas/
3408,Design Task Manager,Medium,33.99%,13738,40421,480.4,https://leetcode.com/problems/design-task-manager/
2556,Disconnect Path in a Binary Matrix by at Most One Flip,Medium,27.23%,16536,60731,480.27,https://leetcode.com/problems/disconnect-path-in-a-binary-matrix-by-at-most-one-flip/
2333,Minimum Sum of Squared Difference,Medium,25.85%,16414,63507,479.86,https://leetcode.com/problems/minimum-sum-of-squared-difference/
2906,Construct Product Matrix,Medium,30.73%,14300,46528,479.22,https://leetcode.com/problems/construct-product-matrix/
3286,Find a Safe Walk Through a Grid,Medium,30.20%,28965,95904,478.62,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/
2069,Walking Robot Simulation II,Medium,24.98%,14955,59860,478.34,https://leetcode.com/problems/walking-robot-simulation-ii/
3180,Maximum Total Reward Using Operations I,Medium,29.81%,27856,93448,478.17,https://leetcode.com/problems/maximum-total-reward-using-operations-i/
3176,Find the Maximum Length of a Good Subsequence I,Medium,31.39%,20665,65835,477.67,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/
3048,Earliest Second to Mark Indices I,Medium,34.35%,9642,28071,477.08,https://leetcode.com/problems/earliest-second-to-mark-indices-i/
2531,Make Number of Distinct Characters Equal,Medium,26.88%,21828,81206,476.97,https://leetcode.com/problems/make-number-of-distinct-characters-equal/
2857,Count Pairs of Points With Distance k,Medium,31.95%,12201,38184,476.94,https://leetcode.com/problems/count-pairs-of-points-with-distance-k/
2747,Count Zero Request Servers,Medium,32.90%,8705,26461,476.67,https://leetcode.com/problems/count-zero-request-servers/
3255,Find the Power of K-Size Subarrays II,Medium,30.31%,31547,104077,476.53,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii/
3472,Longest Palindromic Subsequence After at Most K Operations,Medium,36.09%,13006,36033,476.37,https://leetcode.com/problems/longest-palindromic-subsequence-after-at-most-k-operations/
3412,Find Mirror Score of a String,Medium,33.65%,21189,62975,475.54,https://leetcode.com/problems/find-mirror-score-of-a-string/
3315,Construct the Minimum Bitwise Array II,Medium,34.63%,15378,44409,475.19,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii/
2800,Shortest String That Contains Three Strings,Medium,30.59%,17610,57572,474.7,https://leetcode.com/problems/shortest-string-that-contains-three-strings/
2202,Maximize the Topmost Element After K Moves,Medium,23.37%,33293,142482,474.59,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/
3132,Find the Integer Added to Array II,Medium,31.71%,23676,74663,474.02,https://leetcode.com/problems/find-the-integer-added-to-array-ii/
3282,Reach End of Array With Max Score,Medium,32.32%,26294,81362,473.83,https://leetcode.com/problems/reach-end-of-array-with-max-score/
3531,Count Covered Buildings,Medium,36.42%,17405,47784,472.62,https://leetcode.com/problems/count-covered-buildings/
2029,Stone Game IX,Medium,28.75%,9932,34551,472.5,https://leetcode.com/problems/stone-game-ix/
2905,Find Indices With Index and Value Difference II,Medium,31.64%,20206,63862,471.9,https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/
2875,Minimum Size Subarray in Infinite Array,Medium,31.04%,22100,71190,471.78,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/
3316,Find Maximum Removals From Source String,Medium,37.75%,10252,27155,471.76,https://leetcode.com/problems/find-maximum-removals-from-source-string/
2618,Check if Object Instance of Class,Medium,28.05%,29482,105096,471.27,https://leetcode.com/problems/check-if-object-instance-of-class/
3207,Maximum Points After Enemy Battles,Medium,32.44%,28064,86523,471.12,https://leetcode.com/problems/maximum-points-after-enemy-battles/
2550,Count Collisions of Monkeys on a Polygon,Medium,28.73%,23590,82118,471.05,https://leetcode.com/problems/count-collisions-of-monkeys-on-a-polygon/
2280,Minimum Lines to Represent a Line Chart,Medium,25.98%,29179,112326,470.59,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/
3281,Maximize Score of Numbers in Ranges,Medium,34.48%,21283,61732,470.51,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges/
2772,Apply Operations to Make All Array Elements Equal to Zero,Medium,32.60%,15712,48201,469.97,https://leetcode.com/problems/apply-operations-to-make-all-array-elements-equal-to-zero/
2919,Minimum Increment Operations to Make Array Beautiful,Medium,33.78%,15495,45874,469.69,https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/
2513,Minimize the Maximum of Two Arrays,Medium,31.16%,15007,48154,469.56,https://leetcode.com/problems/minimize-the-maximum-of-two-arrays/
2671,Frequency Tracker,Medium,29.75%,25385,85316,469.53,https://leetcode.com/problems/frequency-tracker/
2771,Longest Non-decreasing Subarray From Two Arrays,Medium,29.71%,29662,99826,469.49,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays/
3440,Reschedule Meetings for Maximum Free Time II,Medium,39.52%,10169,25730,469.24,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii/
3040,Maximum Number of Operations With the Same Score II,Medium,32.96%,22640,68682,469.23,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/
3012,Minimize Length of Array Using Operations,Medium,34.70%,15647,45094,468.75,https://leetcode.com/problems/minimize-length-of-array-using-operations/
2735,Collecting Chocolates,Medium,33.48%,13614,40658,468.65,https://leetcode.com/problems/collecting-chocolates/
2718,Sum of Matrix After Queries,Medium,31.12%,22827,73358,468.02,https://leetcode.com/problems/sum-of-matrix-after-queries/
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,Medium,36.68%,10866,29621,467.94,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/
2310,Sum of Numbers With Units Digit K,Medium,27.23%,29278,107514,467.59,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/
2929,Distribute Candies Among Children II,Medium,34.96%,14320,40961,467.57,https://leetcode.com/problems/distribute-candies-among-children-ii/
3424,Minimum Cost to Make Arrays Identical,Medium,36.31%,22731,62604,467.19,https://leetcode.com/problems/minimum-cost-to-make-arrays-identical/
2866,Beautiful Towers II,Medium,34.31%,15490,45148,467.12,https://leetcode.com/problems/beautiful-towers-ii/
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,Medium,33.56%,14149,42159,466.31,https://leetcode.com/problems/minimum-number-of-operations-to-make-all-array-elements-equal-to-1/
3453,Separate Squares I,Medium,37.04%,22043,59515,466.09,https://leetcode.com/problems/separate-squares-i/
3296,Minimum Number of Seconds to Make Mountain Height Zero,Medium,35.80%,23021,64308,465.95,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero/
2195,Append K Integers With Minimal Sum,Medium,26.02%,37252,143150,465.45,https://leetcode.com/problems/append-k-integers-with-minimal-sum/
2615,Sum of Distances,Medium,31.09%,23956,77061,465.41,https://leetcode.com/problems/sum-of-distances/
2332,The Latest Time to Catch a Bus,Medium,28.22%,29045,102912,465.33,https://leetcode.com/problems/the-latest-time-to-catch-a-bus/
2770,Maximum Number of Jumps to Reach the Last Index,Medium,31.13%,30814,98986,464.92,https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index/
2943,Maximize Area of Square Hole in Grid,Medium,36.71%,13190,35934,463.96,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid/
3112,Minimum Time to Visit Disappearing Nodes,Medium,35.44%,22845,64462,463.44,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/
2787,Ways to Express an Integer as Sum of Powers,Medium,33.56%,22631,67435,462.53,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers/
3170,Lexicographically Minimum String After Removing Stars,Medium,35.19%,29128,82771,461.99,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars/
2564,Substring XOR Queries,Medium,34.40%,14737,42838,461.56,https://leetcode.com/problems/substring-xor-queries/
2734,Lexicographically Smallest String After Substring Operation,Medium,32.08%,31097,96932,461.37,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/
2555,Maximize Win From Two Segments,Medium,35.14%,12826,36503,461.17,https://leetcode.com/problems/maximize-win-from-two-segments/
3301,Maximize the Total Height of Unique Towers,Medium,36.21%,31627,87344,460.53,https://leetcode.com/problems/maximize-the-total-height-of-unique-towers/
3393,Count Paths With the Given XOR Value,Medium,39.46%,18494,46872,460.33,https://leetcode.com/problems/count-paths-with-the-given-xor-value/
2750,Ways to Split Array Into Good Subarrays,Medium,33.70%,24519,72762,460.31,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays/
3429,Paint House IV,Medium,43.34%,8601,19847,460.29,https://leetcode.com/problems/paint-house-iv/
3371,Identify the Largest Outlier in an Array,Medium,35.21%,45201,128378,459.91,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array/
2607,Make K-Subarray Sums Equal,Medium,36.26%,12123,33429,459.73,https://leetcode.com/problems/make-k-subarray-sums-equal/
2541,Minimum Operations to Make Array Equal II,Medium,32.31%,25378,78553,459.68,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii/
3144,Minimum Substring Partition of Equal Character Frequency,Medium,38.82%,15649,40314,459.53,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/
3419,Minimize the Maximum Edge Weight of Graph,Medium,42.36%,11334,26757,459.15,https://leetcode.com/problems/minimize-the-maximum-edge-weight-of-graph/
3143,Maximum Points Inside the Square,Medium,38.05%,19227,50534,458.91,https://leetcode.com/problems/maximum-points-inside-the-square/
2768,Number of Black Blocks,Medium,37.95%,11803,31103,458.44,https://leetcode.com/problems/number-of-black-blocks/
3265,Count Almost Equal Pairs I,Medium,37.43%,27159,72558,458.39,https://leetcode.com/problems/count-almost-equal-pairs-i/
2817,Minimum Absolute Difference Between Elements With Constraint,Medium,33.86%,30407,89809,458.24,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/
2811,Check if it is Possible to Split Array,Medium,33.87%,31449,92850,457.62,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/
2653,Sliding Subarray Beauty,Medium,33.71%,26176,77653,457.47,https://leetcode.com/problems/sliding-subarray-beauty/
2245,Maximum Trailing Zeros in a Cornered Path,Medium,36.51%,8840,24211,456.17,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path/
3202,Find the Maximum Length of Valid Subsequence II,Medium,39.40%,19327,49054,456.12,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii/
3201,Find the Maximum Length of Valid Subsequence I,Medium,37.56%,28467,75783,456.1,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-i/
1871,Jump Game VII,Medium,25.47%,56119,220360,455.02,https://leetcode.com/problems/jump-game-vii/
2831,Find the Longest Equal Subarray,Medium,35.99%,25100,69732,455.01,https://leetcode.com/problems/find-the-longest-equal-subarray/
2786,Visit Array Positions to Maximize Score,Medium,36.39%,21981,60396,454.78,https://leetcode.com/problems/visit-array-positions-to-maximize-score/
3334,Find the Maximum Factor Score of Array,Medium,40.24%,21958,54562,454.55,https://leetcode.com/problems/find-the-maximum-factor-score-of-array/
3122,Minimum Number of Operations to Satisfy Conditions,Medium,40.19%,16433,40888,454.47,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/
3297,Count Substrings That Can Be Rearranged to Contain a String I,Medium,41.26%,17215,41721,454.2,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i/
2166,Design Bitset,Medium,31.71%,25388,80067,453.97,https://leetcode.com/problems/design-bitset/
2861,Maximum Number of Alloys,Medium,38.66%,16361,42320,453.78,https://leetcode.com/problems/maximum-number-of-alloys/
3030,Find the Grid of Region Average,Medium,42.07%,10918,25949,452.79,https://leetcode.com/problems/find-the-grid-of-region-average/
3350,Adjacent Increasing Subarrays Detection II,Medium,40.80%,23247,56974,452.48,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-ii/
3421,Find Students Who Improved,Medium,47.48%,6272,13209,452.42,https://leetcode.com/problems/find-students-who-improved/
2288,Apply Discount to Prices,Medium,32.58%,28284,86817,452.42,https://leetcode.com/problems/apply-discount-to-prices/
2915,Length of the Longest Subsequence That Sums to Target,Medium,36.94%,28169,76254,452.38,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target/
2830,Maximize the Profit as the Salesman,Medium,37.05%,24404,65861,452.33,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/
3025,Find the Number of Ways to Place People I,Medium,40.62%,15525,38223,452.09,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/
3096,Minimum Levels to Gain More Points,Medium,38.96%,24569,63067,452.02,https://leetcode.com/problems/minimum-levels-to-gain-more-points/
2834,Find the Minimum Possible Sum of a Beautiful Array,Medium,36.03%,31420,87217,451.91,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,Medium,36.42%,32774,89993,451.87,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros/
3503,Longest Palindrome After Substring Concatenation I,Medium,43.04%,19482,45267,451.46,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-i/
2761,Prime Pairs With Target Sum,Medium,35.32%,34165,96739,451.36,https://leetcode.com/problems/prime-pairs-with-target-sum/
2271,Maximum White Tiles Covered by a Carpet,Medium,34.81%,19441,55844,450.81,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/
1191,K-Concatenation Maximum Sum,Medium,24.18%,38974,161179,450.16,https://leetcode.com/problems/k-concatenation-maximum-sum/
2575,Find the Divisibility Array of a String,Medium,34.53%,33971,98370,450.0,https://leetcode.com/problems/find-the-divisibility-array-of-a-string/
2982,Find Longest Special Substring That Occurs Thrice II,Medium,38.30%,28147,73491,449.8,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/
2730,Find the Longest Semi-Repetitive Substring,Medium,36.88%,28365,76905,448.79,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring/
2602,Minimum Operations to Make All Array Elements Equal,Medium,36.74%,24696,67223,448.57,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal/
3175,Find The First Player to win K Games in a Row,Medium,39.34%,33409,84925,448.29,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/
3006,Find Beautiful Indices in the Given Array I,Medium,38.11%,33918,88996,448.27,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/
2844,Minimum Operations to Make a Special Number,Medium,37.98%,27745,73045,448.18,https://leetcode.com/problems/minimum-operations-to-make-a-special-number/
3138,Minimum Length of Anagram Concatenation,Medium,39.65%,30540,77022,447.88,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/
3305,Count of Substrings Containing Every Vowel and K Consonants I,Medium,41.04%,29526,71936,447.62,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i/
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,Medium,34.55%,12128,35105,447.58,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day/
2580,Count Ways to Group Overlapping Ranges,Medium,37.94%,20155,53123,447.44,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges/
2250,Count Number of Rectangles Containing Each Point,Medium,35.92%,19854,55280,446.94,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point/
2207,Maximize Number of Subsequences in a String,Medium,35.12%,22054,62796,446.94,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string/
1488,Avoid Flood in The City,Medium,27.30%,40234,147401,446.82,https://leetcode.com/problems/avoid-flood-in-the-city/
2170,Minimum Operations to Make the Array Alternating,Medium,34.18%,25898,75760,446.7,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/
1818,Minimum Absolute Sum Difference,Medium,31.26%,28699,91809,446.69,https://leetcode.com/problems/minimum-absolute-sum-difference/
3092,Most Frequent IDs,Medium,41.47%,22120,53338,446.12,https://leetcode.com/problems/most-frequent-ids/
2662,Minimum Cost of a Path With Special Roads,Medium,40.02%,16208,40503,446.06,https://leetcode.com/problems/minimum-cost-of-a-path-with-special-roads/
3029,Minimum Time to Revert Word to Initial State I,Medium,41.14%,21908,53249,445.96,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/
3332,Maximum Points Tourist Can Earn,Medium,45.81%,12715,27754,445.86,https://leetcode.com/problems/maximum-points-tourist-can-earn/
3290,Maximum Multiplication Score,Medium,40.92%,33800,82592,445.83,https://leetcode.com/problems/maximum-multiplication-score/
1969,Minimum Non-Zero Product of the Array Elements,Medium,36.26%,13636,37608,445.53,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements/
2871,Split Array Into Maximum Number of Subarrays,Medium,41.44%,17627,42541,444.95,https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/
2934,Minimum Operations to Maximize Last Elements in Arrays,Medium,43.09%,13622,31614,444.94,https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/
3035,Maximum Palindromes After Operations,Medium,42.91%,16841,39243,444.54,https://leetcode.com/problems/maximum-palindromes-after-operations/
2904,Shortest and Lexicographically Smallest Beautiful String,Medium,39.44%,29078,73722,444.52,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/
3372,Maximize the Number of Target Nodes After Connecting Trees I,Medium,48.00%,9600,20002,444.16,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i/
2841,Maximum Sum of Almost Unique Subarray,Medium,39.11%,29637,75773,443.97,https://leetcode.com/problems/maximum-sum-of-almost-unique-subarray/
3147,Taking Maximum Energy From the Mystic Dungeon,Medium,40.96%,31931,77964,443.69,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon/
2457,Minimum Addition to Make Integer Beautiful,Medium,37.93%,22439,59166,443.59,https://leetcode.com/problems/minimum-addition-to-make-integer-beautiful/
2598,Smallest Missing Non-negative Integer After Operations,Medium,39.71%,18936,47688,443.56,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations/
2680,Maximum OR,Medium,41.06%,16154,39339,443.44,https://leetcode.com/problems/maximum-or/
3468,Find the Number of Copy Arrays,Medium,45.70%,18995,41568,443.41,https://leetcode.com/problems/find-the-number-of-copy-arrays/
1986,Minimum Number of Work Sessions to Finish the Tasks,Medium,33.60%,30189,89836,442.63,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/
1648,Sell Diminishing-Valued Colored Balls,Medium,29.94%,39972,133512,442.57,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/
3153,Sum of Digit Differences of All Pairs,Medium,42.35%,26233,61944,442.46,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/
1616,Split Two Strings to Make Palindrome,Medium,31.36%,28593,91178,442.46,https://leetcode.com/problems/split-two-strings-to-make-palindrome/
2400,Number of Ways to Reach a Position After Exactly k Steps,Medium,36.03%,35287,97941,441.73,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps/
3493,Properties Graph,Medium,46.60%,20163,43270,440.48,https://leetcode.com/problems/properties-graph/
2576,Find the Maximum Number of Marked Indices,Medium,39.83%,23303,58499,439.93,https://leetcode.com/problems/find-the-maximum-number-of-marked-indices/
2826,Sorting Three Groups,Medium,41.70%,22917,54957,439.72,https://leetcode.com/problems/sorting-three-groups/
1654,Minimum Jumps to Reach Home,Medium,30.05%,48650,161887,439.69,https://leetcode.com/problems/minimum-jumps-to-reach-home/
3044,Most Frequent Prime,Medium,44.76%,17087,38171,439.17,https://leetcode.com/problems/most-frequent-prime/
3121,Count the Number of Special Characters II,Medium,41.88%,35777,85421,438.94,https://leetcode.com/problems/count-the-number-of-special-characters-ii/
2217,Find Palindrome With Fixed Length,Medium,37.34%,25190,67459,438.94,https://leetcode.com/problems/find-palindrome-with-fixed-length/
2311,Longest Binary Subsequence Less Than or Equal to K,Medium,38.16%,24285,63632,438.93,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k/
3002,Maximum Size of a Set After Removals,Medium,44.67%,17860,39985,438.02,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/
3085,Minimum Deletions to Make String K-Special,Medium,44.35%,22366,50425,437.49,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special/
1711,Count Good Meals,Medium,31.45%,46380,147490,437.49,https://leetcode.com/problems/count-good-meals/
2453,Destroy Sequential Targets,Medium,40.46%,20539,50764,437.41,https://leetcode.com/problems/destroy-sequential-targets/
2470,Number of Subarrays With LCM Equal to K,Medium,39.65%,25007,63070,437.4,https://leetcode.com/problems/number-of-subarrays-with-lcm-equal-to-k/
1737,Change Minimum Characters to Satisfy One of Three Conditions,Medium,37.06%,15221,41075,437.14,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,Medium,43.28%,29888,69058,436.77,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/
1620,Coordinate With Maximum Network Quality,Medium,38.30%,10197,26627,436.73,https://leetcode.com/problems/coordinate-with-maximum-network-quality/
2384,Largest Palindromic Number,Medium,36.35%,47403,130401,436.46,https://leetcode.com/problems/largest-palindromic-number/
3380,Maximum Area Rectangle With Point Constraints I,Medium,49.36%,13076,26492,436.14,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i/
866,Prime Palindrome,Medium,26.73%,40218,150478,436.13,https://leetcode.com/problems/prime-palindrome/
1946,Largest Number After Mutating Substring,Medium,36.76%,23691,64454,436.1,https://leetcode.com/problems/largest-number-after-mutating-substring/
1997,First Day Where You Have Been in All the Rooms,Medium,39.58%,14124,35684,436.04,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms/
2546,Apply Bitwise Operations to Make Strings Equal,Medium,41.57%,20797,50027,435.87,https://leetcode.com/problems/apply-bitwise-operations-to-make-strings-equal/
2925,Maximum Score After Applying Operations on a Tree,Medium,45.81%,14792,32293,435.77,https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree/
3047,Find the Largest Area of Square Inside Two Rectangles,Medium,44.94%,21324,47451,435.7,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/
1712,Ways to Split Array Into Three Subarrays,Medium,33.38%,36885,110497,435.11,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/
2438,Range Product Queries of Powers,Medium,41.75%,18534,44394,434.8,https://leetcode.com/problems/range-product-queries-of-powers/
2420,Find All Good Indices,Medium,39.66%,28057,70735,434.8,https://leetcode.com/problems/find-all-good-indices/
